Member_number,Date,itemDescription,Cost,Date_Numeric_value
1561,05-Jun-15,whole milk,2,42160
4731,04-Apr-15,yogurt,1.65,42098
3812,13-Nov-15,meat,20,42321
2097,01-Oct-15,yogurt,1.65,42278
4986,28-Jan-15,frozen vegetables,10,42032
4742,15-Nov-15,citrus fruit,3,42323
2502,15-Apr-15,salt,2,42109
1135,10-Jul-15,shopping bags,0.8,42195
2403,14-Feb-15,chocolate,5,42049
4234,17-Jul-15,domestic eggs,4,42202
4068,11-Dec-15,pip fruit,3,42349
2311,30-Jun-15,oil,5,42185
1353,21-Jan-15,butter milk,1.65,42025
3251,05-Jul-15,butter,1.5,42190
1748,08-Mar-15,roll products ,8,42071
1638,12-Mar-15,hard cheese,14,42075
2170,10-Feb-15,citrus fruit,3,42045
3903,06-Feb-15,hygiene articles,4,42041
1245,27-Jun-15,soda,6,42182
3237,28-Jun-15,butter milk,1.65,42183
1808,21-Jul-15,rolls/buns,1,42206
2552,05-Jan-15,tropical fruit,4,42009
2300,19-Sep-15,other vegetables,5,42266
1187,09-Nov-14,citrus fruit,3,41952
3037,01-Feb-15,other vegetables,5,42036
4941,14-Feb-15,citrus fruit,3,42049
4501,08-May-15,bottled water,2,42132
3803,23-Dec-15,citrus fruit,3,42361
2762,20-Mar-15,specialty bar,3,42083
4119,12-Feb-15,citrus fruit,3,42047
1340,24-Feb-15,rolls/buns,1,42059
2193,14-Apr-15,specialty chocolate,20,42108
1997,21-Jul-15,canned beer,3.5,42206
4546,03-Sep-15,waffles,6,42250
4736,21-Jul-15,soda,6,42206
1959,30-Mar-15,specialty chocolate,20,42093
1974,03-May-15,frozen meals,5,42127
2421,02-Sep-15,yogurt,1.65,42249
1513,03-Aug-15,napkins,5,42219
1905,07-Jul-15,seasonal products,14,42192
2810,08-Sep-15,curd,3,42255
2867,12-Nov-15,chicken,6,42320
3962,18-Sep-15,coffee,15,42265
1088,30-Nov-15,other vegetables,5,42338
4976,17-Jul-15,tropical fruit,4,42202
4056,12-Jun-15,liquor,18,42167
3611,13-Feb-15,domestic eggs,4,42048
1420,14-Jan-15,syrup,5,42018
4286,08-Mar-15,spread cheese,8,42071
4918,27-Jan-15,fruit/vegetable juice,10,42031
4783,22-Oct-15,bottled beer,30,42299
3709,26-Oct-15,other vegetables,5,42303
4289,08-Oct-15,other vegetables,5,42285
1559,03-Oct-15,napkins,5,42280
2900,11-Apr-15,dishes,6,42105
1905,21-Feb-15,sausage,1.49,42056
3527,29-Sep-15,frozen vegetables,10,42276
1495,09-Jan-15,specialty bar,3,42013
3558,03-Apr-15,red/blush wine,10,42097
3128,20-Apr-15,specialty bar,3,42114
1863,04-Aug-15,cream cheese ,18,42220
3841,19-Jul-15,whole milk,2,42204
3903,06-Oct-15,rolls/buns,1,42283
2658,16-Oct-15,yogurt,1.65,42293
4272,06-Jun-15,grapes,7,42161
1120,26-Sep-15,rice,0.59,42273
2676,15-Aug-15,whipped/sour cream,7,42231
1697,21-May-15,frozen vegetables,10,42145
2507,25-Aug-15,soda,6,42241
4620,11-Mar-15,other vegetables,5,42074
3365,01-Feb-15,whole milk,2,42036
2978,05-Jun-15,condensed milk,1.5,42160
2910,28-Jul-15,frozen meals,5,42213
1061,05-Sep-15,root vegetables,7,42252
3276,03-Apr-15,sausage,1.49,42097
1326,19-Jun-15,ham,10,42174
3023,28-Jul-15,bottled beer,30,42213
2185,11-Oct-15,canned beer,3.5,42288
3552,16-Jun-15,tropical fruit,4,42171
1967,20-Jan-15,brown bread,0.8,42024
4708,20-Mar-15,butter,1.5,42083
2874,15-Feb-15,onions,3,42050
4177,13-Apr-15,grapes,7,42107
1663,07-Feb-15,butter,1.5,42042
2632,02-Mar-15,root vegetables,7,42065
1377,14-Mar-15,herbs,7,42077
4162,22-Dec-15,yogurt,1.65,42360
2270,01-Jul-15,misc. beverages,20,42186
4829,03-Nov-15,pip fruit,3,42311
3811,14-Apr-15,soda,6,42108
4766,29-Sep-15,bottled beer,30,42276
2436,12-Apr-15,other vegetables,5,42106
3860,05-May-15,bottled beer,30,42129
4875,12-May-15,brown bread,0.8,42136
1587,01-Jul-15,yogurt,1.65,42186
4038,08-Jul-15,salty snack,5,42193
4750,21-Sep-15,butter,1.5,42268
1199,10-Dec-15,flour,20,42348
1603,30-Sep-15,whipped/sour cream,7,42277
3111,31-Jan-15,rolls/buns,1,42035
3894,13-Dec-15,cream cheese ,18,42351
1456,18-Sep-15,frozen vegetables,10,42265
2022,04-Mar-15,sugar,15,42067
2505,30-Nov-15,processed cheese,12,42338
4851,20-Dec-15,pip fruit,3,42358
4293,04-Aug-15,bottled water,2,42220
2775,06-Nov-15,whole milk,2,42314
3693,18-Feb-15,beef,7,42053
1202,22-Jul-15,root vegetables,7,42207
3699,23-Aug-15,beef,7,42239
4152,15-Apr-15,whole milk,2,42109
4155,26-Jan-15,herbs,7,42030
4010,29-Dec-15,yogurt,1.65,42367
4389,20-Oct-15,shopping bags,0.8,42297
3746,17-Aug-15,newspapers,2,42233
2560,17-May-15,other vegetables,5,42141
1503,25-Jul-15,meat,20,42210
2555,23-Dec-15,yogurt,1.65,42361
3645,12-Dec-15,citrus fruit,3,42350
3886,11-Sep-15,citrus fruit,3,42258
2932,20-Mar-15,detergent,10,42083
1711,18-Jun-15,hamburger meat,5,42173
4291,08-Dec-15,soda,6,42346
1143,25-Apr-15,whole milk,2,42119
4564,08-Jul-15,whole milk,2,42193
3337,14-May-15,citrus fruit,3,42138
4931,04-May-15,butter,1.5,42128
2623,10-Oct-15,rolls/buns,1,42287
4581,03-Apr-15,soda,6,42097
2635,11-Jun-15,tropical fruit,4,42166
1095,30-Oct-15,pork,8,42307
2990,23-May-15,rolls/buns,1,42147
2426,05-Jun-15,cream cheese ,18,42160
4555,07-Nov-15,yogurt,1.65,42315
3635,04-Sep-15,yogurt,1.65,42251
3058,18-May-15,butter,1.5,42142
4391,26-Mar-15,soda,6,42089
1306,23-Jun-15,rolls/buns,1,42178
1024,10-Aug-15,tropical fruit,4,42226
1295,23-Jul-15,processed cheese,12,42208
1661,01-Jun-15,sliced cheese,4,42156
4591,15-May-15,rolls/buns,1,42139
3169,14-Jun-15,UHT-milk,8,42169
3915,21-May-15,other vegetables,5,42145
1127,14-Jan-15,shopping bags,0.8,42018
4828,08-Aug-15,dessert,10,42224
3683,10-Jun-15,root vegetables,7,42165
1971,18-Sep-15,bottled water,2,42265
3014,11-Nov-15,bottled water,2,42319
3779,15-Sep-15,tropical fruit,4,42262
2489,04-May-15,rolls/buns,1,42128
3564,27-Jun-15,onions,3,42182
4092,30-Sep-15,tropical fruit,4,42277
3221,13-Jan-15,hamburger meat,5,42017
1279,06-Sep-15,sausage,1.49,42253
2581,22-Aug-15,citrus fruit,3,42238
2295,25-Feb-15,pastry,5,42060
4760,22-Feb-15,whole milk,2,42057
3649,16-Jan-15,bottled beer,30,42020
1075,19-Nov-15,bottled water,2,42327
3987,19-Aug-15,root vegetables,7,42235
4106,25-Aug-15,other vegetables,5,42241
4338,24-Jun-15,other vegetables,5,42179
4166,06-Nov-15,rolls/buns,1,42314
1211,10-Mar-15,specialty bar,3,42073
3954,21-Jan-15,frozen fish,15,42025
3928,18-Jul-15,ham,10,42203
3827,30-Sep-15,margarine,5,42277
4699,08-Feb-15,rolls/buns,1,42043
4747,08-Jun-15,tropical fruit,4,42163
3028,09-Jun-15,beef,7,42164
2851,16-Mar-15,curd,3,42079
4417,25-Feb-15,frozen dessert,7,42060
3822,07-Mar-15,napkins,5,42070
2288,31-May-15,shopping bags,0.8,42155
2184,30-Jun-15,margarine,5,42185
4554,27-Aug-15,root vegetables,7,42243
3361,05-Mar-15,pastry,5,42068
2999,17-Apr-15,canned beer,3.5,42111
2614,25-Jun-15,rolls/buns,1,42180
4064,05-Jun-15,hamburger meat,5,42160
3567,04-Oct-15,yogurt,1.65,42281
2587,07-May-15,tropical fruit,4,42131
3783,17-Jun-15,cream cheese ,18,42172
1923,14-Feb-15,whole milk,2,42049
4835,19-Feb-15,frozen vegetables,10,42054
1514,24-Aug-15,pasta,10,42240
3154,22-Jun-15,pip fruit,3,42177
1313,25-Dec-15,whipped/sour cream,7,42363
2794,18-Jul-15,whole milk,2,42203
2359,09-Apr-15,chocolate,5,42103
2238,09-Mar-15,misc. beverages,20,42072
3795,17-Jan-15,yogurt,1.65,42021
3724,26-Nov-15,sausage,1.49,42334
1152,05-Mar-15,rolls/buns,1,42068
4559,16-Mar-15,hard cheese,14,42079
3922,27-Feb-15,chocolate,5,42062
1709,22-Apr-15,root vegetables,7,42116
2219,17-Apr-15,beverages,35,42111
2206,17-Oct-15,rolls/buns,1,42294
1752,06-Apr-15,cream cheese ,18,42100
3942,10-Nov-15,rolls/buns,1,42318
3296,17-Aug-15,zwieback,7,42233
2257,05-Feb-15,whole milk,2,42040
4313,28-Jul-15,shopping bags,0.8,42213
2001,21-Aug-15,cereals,9,42237
2449,08-Jul-15,chocolate,5,42193
4914,12-Apr-15,beef,7,42106
2764,24-Jul-15,curd,3,42209
4187,09-May-15,pork,8,42133
1392,20-Apr-15,cream cheese ,18,42114
3427,28-Apr-15,other vegetables,5,42122
1411,20-Feb-15,specialty chocolate,20,42055
3390,14-Nov-15,berries,6.5,42322
4787,01-Aug-15,frozen vegetables,10,42217
3310,17-Jan-15,yogurt,1.65,42021
1782,10-Oct-15,rolls/buns,1,42287
3375,26-Apr-15,dog food,25,42120
2760,07-Jan-15,fish,13,42011
4249,13-Sep-15,berries,6.5,42260
2904,06-Jun-15,tropical fruit,4,42161
4090,26-Feb-15,cream cheese ,18,42061
3060,05-Jul-15,whole milk,2,42190
3768,07-Oct-15,tropical fruit,4,42284
1232,21-Jan-15,bottled beer,30,42025
1360,23-Oct-15,tropical fruit,4,42300
1107,01-Oct-15,misc. beverages,20,42278
2865,04-Nov-15,soda,6,42312
2958,14-Jun-15,hamburger meat,5,42169
2448,12-Jul-15,rolls/buns,1,42197
1222,24-Sep-15,onions,3,42271
2943,20-Jun-15,cocoa drinks,16,42175
2270,11-Aug-15,hygiene articles,4,42227
3812,21-Jul-15,sausage,1.49,42206
1482,22-Nov-15,canned fish,6,42330
4720,22-Feb-15,other vegetables,5,42057
1344,04-Sep-15,bottled water,2,42251
2397,04-Oct-15,shopping bags,0.8,42281
4182,12-May-15,other vegetables,5,42136
4487,10-Jul-15,tea,6,42195
3467,24-Dec-15,sausage,1.49,42362
2443,15-Nov-15,soda,6,42323
2749,27-Jan-15,onions,3,42031
4389,13-Apr-15,whole milk,2,42107
1674,04-Dec-15,beverages,35,42342
4262,16-Oct-15,rolls/buns,1,42293
2082,07-Apr-15,other vegetables,5,42101
4494,06-Jan-15,rolls/buns,1,42010
2460,28-Sep-15,grapes,7,42275
4509,29-Nov-15,butter milk,1.65,42337
2267,03-Jul-15,oil,5,42188
4891,05-Sep-15,curd,3,42252
3962,20-Sep-15,sauces,4.5,42267
4964,18-Jul-15,yogurt,1.65,42203
2914,30-Nov-15,bottled water,2,42338
2808,05-May-15,canned beer,3.5,42129
1085,15-Aug-15,citrus fruit,3,42231
3808,18-Aug-15,frozen meals,5,42234
4149,07-Jan-15,other vegetables,5,42011
2331,05-Jun-15,liquor,18,42160
4475,03-Apr-15,misc. beverages,20,42097
2761,25-Apr-15,rolls/buns,1,42119
2620,14-Dec-15,whole milk,2,42352
3206,13-Oct-15,tropical fruit,4,42290
1226,13-Apr-15,pastry,5,42107
1395,07-Mar-15,other vegetables,5,42070
2465,07-Jun-15,pip fruit,3,42162
3572,09-Jul-15,specialty chocolate,20,42194
4387,08-May-15,grapes,7,42132
1555,27-Mar-15,liquor (appetizer),19,42090
1181,16-Nov-15,root vegetables,7,42324
2814,11-May-15,root vegetables,7,42135
2794,16-Sep-15,brandy,30,42263
2912,28-Jan-15,soda,6,42032
4667,12-Jan-15,other vegetables,5,42016
2235,25-Oct-15,ham,10,42302
2353,02-May-15,soda,6,42126
3449,08-Mar-15,soda,6,42071
1058,10-Nov-15,other vegetables,5,42318
1027,17-May-15,hamburger meat,5,42141
3302,22-May-15,whole milk,2,42146
2229,30-May-15,root vegetables,7,42154
2188,15-Aug-15,salty snack,5,42231
1547,18-Apr-15,soda,6,42112
1649,30-Jun-15,berries,6.5,42185
3254,10-Sep-15,brown bread,0.8,42257
2818,07-Nov-15,root vegetables,7,42315
2703,08-May-15,dishes,6,42132
3332,31-Jan-15,frozen dessert,7,42035
2473,01-Jul-15,other vegetables,5,42186
2810,30-Dec-15,pip fruit,3,42368
1033,22-Apr-15,soda,6,42116
4222,27-May-15,rum,38,42151
3679,21-Sep-15,pot plants,2,42268
2212,27-Aug-15,dessert,10,42243
1507,22-Jun-15,frozen fish,15,42177
2870,21-Jan-15,whole milk,2,42025
3429,26-Apr-15,seasonal products,14,42120
4148,09-Apr-15,soda,6,42103
2970,30-Dec-15,meat,20,42368
2013,30-Aug-15,rolls/buns,1,42246
3967,30-May-15,yogurt,1.65,42154
2885,15-May-15,hamburger meat,5,42139
3935,02-Jul-15,berries,6.5,42187
3283,01-May-15,soda,6,42125
3268,06-Nov-15,long life bakery product,6,42314
3677,30-Apr-15,tropical fruit,4,42124
3495,27-Jun-15,hard cheese,14,42182
1410,04-Oct-15,liquor,18,42281
2440,06-Jun-15,whole milk,2,42161
4088,13-Jan-15,pip fruit,3,42017
2469,23-Sep-15,frozen vegetables,10,42270
4229,06-Mar-15,soda,6,42069
2728,02-Aug-15,root vegetables,7,42218
4694,25-Jan-15,sausage,1.49,42029
2836,29-Dec-15,berries,6.5,42367
1311,12-Feb-15,berries,6.5,42047
1760,23-Jan-15,sausage,1.49,42027
3656,02-Mar-15,frozen fish,15,42065
3720,28-May-15,white bread,0.4,42152
2996,26-Sep-15,dishes,6,42273
1949,22-Jul-15,soda,6,42207
4498,11-Feb-15,whole milk,2,42046
2447,28-Dec-15,butter,1.5,42366
1952,23-Mar-15,canned beer,3.5,42086
4099,27-Jan-15,misc. beverages,20,42031
1804,12-Mar-15,berries,6.5,42075
1510,16-May-15,ice cream,15,42140
2879,18-Apr-15,chocolate,5,42112
4899,12-Mar-15,chicken,6,42075
4326,29-Sep-15,root vegetables,7,42276
1670,17-May-15,citrus fruit,3,42141
1117,24-May-15,whole milk,2,42148
1346,03-Apr-15,tropical fruit,4,42097
1178,15-Nov-15,chocolate,5,42323
1649,25-Jun-15,white wine,35,42180
4651,21-Jun-15,citrus fruit,3,42176
4243,02-Apr-15,detergent,10,42096
4429,21-Jul-15,rolls/buns,1,42206
4645,25-Jul-15,whole milk,2,42210
4019,24-Jul-15,margarine,5,42209
4459,26-Apr-15,soda,6,42120
3006,27-Dec-15,pork,8,42365
1834,17-Sep-15,shopping bags,0.8,42264
3236,04-Jul-15,condensed milk,1.5,42189
1765,11-Mar-15,beef,7,42074
3855,09-Mar-15,citrus fruit,3,42072
4392,28-Nov-15,whole milk,2,42336
3330,26-Jul-15,chewing gum,2,42211
1723,02-Sep-15,sliced cheese,4,42249
4110,30-Mar-15,pork,8,42093
2600,28-Jan-15,frozen meals,5,42032
2946,07-Oct-15,pip fruit,3,42284
2426,08-Sep-15,tropical fruit,4,42255
4170,03-May-15,frozen meals,5,42127
1109,06-Apr-15,frozen vegetables,10,42100
3429,04-Jan-15,curd,3,42008
2055,04-Feb-15,chicken,6,42039
2480,20-Sep-15,soda,6,42267
2441,30-May-15,bottled water,2,42154
1054,04-Oct-15,citrus fruit,3,42281
4818,11-Jan-15,canned beer,3.5,42015
3379,21-Jan-15,bottled water,2,42025
3939,10-Feb-15,cake bar,10,42045
1367,05-Aug-15,beef,7,42221
1043,10-Jan-15,rolls/buns,1,42014
2231,17-Oct-15,soda,6,42294
3235,28-Dec-15,ice cream,15,42366
4554,16-Jul-15,citrus fruit,3,42201
3245,24-Jan-15,white wine,35,42028
2996,19-May-15,UHT-milk,8,42143
2507,05-Jan-15,bottled water,2,42009
4186,25-Oct-15,whole milk,2,42302
3929,28-Apr-15,root vegetables,7,42122
3760,22-Nov-15,UHT-milk,8,42330
4928,18-Aug-15,spread cheese,8,42234
4217,18-Dec-15,yogurt,1.65,42356
1174,11-Feb-15,soft cheese,8,42046
4103,19-Jun-15,red/blush wine,10,42174
4408,13-Mar-15,white bread,0.4,42076
2588,28-Dec-15,yogurt,1.65,42366
2598,11-Nov-15,brandy,30,42319
1518,11-Dec-15,pork,8,42349
2702,08-Apr-15,bottled water,2,42102
1001,20-Jan-15,soda,6,42024
2270,30-Sep-15,soda,6,42277
2838,10-Nov-15,bottled water,2,42318
1683,26-May-15,turkey,13,42150
4040,03-Apr-15,whole milk,2,42097
3897,23-Aug-15,baking powder,3,42239
2200,11-Mar-15,grapes,7,42074
4073,29-Jan-15,dessert,10,42033
3700,19-Apr-15,whole milk,2,42113
3973,10-Jun-15,curd,3,42165
2715,06-Jul-15,canned beer,3.5,42191
3967,23-Nov-15,whole milk,2,42331
4002,03-Sep-15,whole milk,2,42250
2962,01-Mar-15,tropical fruit,4,42064
4340,25-Dec-15,candles,6,42363
2092,06-Nov-15,root vegetables,7,42314
3143,24-May-15,root vegetables,7,42148
2209,03-Oct-15,other vegetables,5,42280
2816,22-Aug-15,grapes,7,42238
2659,01-Jun-15,rolls/buns,1,42156
1588,13-Oct-15,zwieback,7,42290
1144,15-Oct-15,root vegetables,7,42292
2166,10-Dec-15,other vegetables,5,42348
3300,06-Oct-15,root vegetables,7,42283
3944,03-Jan-15,cream cheese ,18,42007
4979,24-Apr-15,rolls/buns,1,42118
2630,21-Jan-15,white wine,35,42025
4240,29-Apr-15,chicken,6,42123
2357,08-Jul-15,bottled beer,30,42193
1743,18-Apr-15,dessert,10,42112
2331,15-Feb-15,yogurt,1.65,42050
1643,28-Apr-15,rolls/buns,1,42122
1291,20-Mar-15,fruit/vegetable juice,10,42083
3675,04-Jul-15,meat,20,42189
4134,06-Nov-15,whole milk,2,42314
1363,21-Jun-15,whole milk,2,42176
4212,01-May-15,tropical fruit,4,42125
1500,21-Mar-15,pork,8,42084
2622,01-Oct-15,canned fish,6,42278
3543,18-Mar-15,fruit/vegetable juice,10,42081
2525,24-May-15,beef,7,42148
1264,12-Oct-15,tropical fruit,4,42289
3601,06-Jul-15,coffee,15,42191
1771,23-Mar-15,sausage,1.49,42086
4694,06-Feb-15,citrus fruit,3,42041
1122,21-Dec-15,citrus fruit,3,42359
3507,12-Aug-15,red/blush wine,10,42228
4524,26-Apr-15,pastry,5,42120
3612,27-Sep-15,other vegetables,5,42274
3262,11-Jun-15,newspapers,2,42166
1897,25-Jan-15,root vegetables,7,42029
1656,30-Oct-15,sliced cheese,4,42307
3953,10-Jan-15,berries,6.5,42014
1488,21-Jun-15,grapes,7,42176
1652,17-Mar-15,citrus fruit,3,42080
4953,16-Sep-15,citrus fruit,3,42263
3445,30-Apr-15,tropical fruit,4,42124
3180,15-Mar-15,sugar,15,42078
4934,06-Sep-15,other vegetables,5,42253
2980,27-Apr-15,butter milk,1.65,42121
2763,13-Feb-15,rolls/buns,1,42048
4819,04-Mar-15,meat,20,42067
3169,02-Jul-15,white bread,0.4,42187
1850,11-Mar-15,grapes,7,42074
4285,29-Dec-15,rolls/buns,1,42367
4366,13-Aug-15,semi-finished bread,2,42229
2253,16-Jun-15,rolls/buns,1,42171
3398,11-Mar-15,citrus fruit,3,42074
2215,22-Jul-15,frozen vegetables,10,42207
3737,03-Mar-15,berries,6.5,42066
2649,28-Nov-15,root vegetables,7,42336
3203,07-Aug-15,pet care,20,42223
4261,16-Feb-15,tropical fruit,4,42051
2435,17-Jul-15,onions,3,42202
2046,21-Aug-15,pork,8,42237
4267,11-Feb-15,butter,1.5,42046
1086,28-Dec-15,citrus fruit,3,42366
1992,04-Jan-15,beef,7,42008
3622,26-Jul-15,cake bar,10,42211
4700,27-Jun-15,whole milk,2,42182
2272,16-May-15,whole milk,2,42140
1663,19-May-15,yogurt,1.65,42143
2519,03-Jun-15,frozen fish,15,42158
2639,30-Oct-15,other vegetables,5,42307
1466,19-Apr-15,root vegetables,7,42113
4122,23-Oct-15,UHT-milk,8,42300
3598,15-Apr-15,UHT-milk,8,42109
3097,10-Aug-15,brown bread,0.8,42226
1873,19-Sep-15,sausage,1.49,42266
1537,01-Feb-15,yogurt,1.65,42036
3960,25-Mar-15,root vegetables,7,42088
1136,15-Jun-15,citrus fruit,3,42170
2453,21-Dec-15,bottled beer,30,42359
1746,15-Feb-15,pip fruit,3,42050
3572,09-Jun-15,rolls/buns,1,42164
3246,24-Jun-15,root vegetables,7,42179
3207,26-Nov-15,soda,6,42334
1042,12-Feb-15,dessert,10,42047
1176,30-Mar-15,tropical fruit,4,42093
3054,23-Feb-15,sausage,1.49,42058
4486,02-Dec-15,rolls/buns,1,42340
1580,05-Dec-15,whole milk,2,42343
1623,02-Nov-15,chocolate,5,42310
4169,24-Nov-15,bottled water,2,42332
2254,24-Jan-15,pork,8,42028
4095,01-Nov-15,butter,1.5,42309
1264,17-Nov-15,pastry,5,42325
3375,06-Jan-15,citrus fruit,3,42010
3242,23-May-15,whole milk,2,42147
2227,07-Jun-15,herbs,7,42162
3847,03-Dec-15,organic sausage,17,42341
3897,31-May-15,root vegetables,7,42155
1799,27-Sep-15,whole milk,2,42274
2920,26-Apr-15,hard cheese,14,42120
3713,31-Jan-15,citrus fruit,3,42035
4230,05-Nov-15,grapes,7,42313
1455,18-Mar-15,specialty bar,3,42081
3687,18-Mar-15,white wine,35,42081
3869,01-Aug-15,herbs,7,42217
2988,14-Oct-15,yogurt,1.65,42291
4242,30-Mar-15,brown bread,0.8,42093
4118,24-Dec-15,other vegetables,5,42362
4996,24-Nov-15,semi-finished bread,2,42332
4489,04-Mar-15,frozen vegetables,10,42067
1199,09-Nov-15,sausage,1.49,42317
4108,12-May-15,candy,10,42136
3484,05-Jun-15,candy,10,42160
1239,31-Aug-15,tropical fruit,4,42247
4839,19-Dec-15,shopping bags,0.8,42357
4748,07-May-15,fruit/vegetable juice,10,42131
4426,06-Jun-15,whole milk,2,42161
3571,11-Dec-15,beef,7,42349
2852,08-Jun-15,whipped/sour cream,7,42163
3638,26-May-15,grapes,7,42150
3635,10-Mar-15,rolls/buns,1,42073
2723,07-May-15,tropical fruit,4,42131
3495,11-Mar-15,root vegetables,7,42074
2813,16-Nov-15,yogurt,1.65,42324
2799,02-Sep-15,fruit/vegetable juice,10,42249
4723,22-May-15,pastry,5,42146
3313,08-Apr-15,tropical fruit,4,42102
4748,15-Dec-15,soda,6,42353
2991,16-Feb-15,root vegetables,7,42051
1483,01-Apr-15,sausage,1.49,42095
3950,01-Oct-15,tropical fruit,4,42278
1634,16-Jan-15,yogurt,1.65,42020
2694,21-Nov-15,pip fruit,3,42329
2707,18-Oct-15,pastry,5,42295
2813,16-Jul-15,tidbits,26,42201
2276,11-Jan-15,pork,8,42015
4726,06-Feb-15,liquor (appetizer),19,42041
4353,25-May-15,hamburger meat,5,42149
4017,13-Aug-15,pork,8,42229
1422,21-Aug-15,curd,3,42237
2714,15-Mar-15,chocolate,5,42078
2769,21-Jul-15,canned beer,3.5,42206
4166,30-Apr-15,mustard,8,42124
3614,02-Mar-15,tropical fruit,4,42065
4361,05-Sep-15,chicken,6,42252
1922,22-Sep-15,other vegetables,5,42269
4728,06-Sep-15,rolls/buns,1,42253
3646,08-Aug-15,hard cheese,14,42224
1155,10-Aug-15,house keeping products,10,42226
2119,11-Jun-15,packaged fruit/vegetables,5,42166
1602,29-Aug-15,beef,7,42245
1074,24-Jun-15,instant coffee,8,42179
2256,11-Apr-15,curd,3,42105
1348,17-Sep-15,beef,7,42264
3806,28-Aug-15,pork,8,42244
1711,06-Jun-15,soda,6,42161
3959,12-Apr-15,popcorn,5,42106
1590,15-Aug-15,whole milk,2,42231
1962,08-Jun-15,citrus fruit,3,42163
1766,21-Jan-15,canned beer,3.5,42025
2551,21-Oct-15,beef,7,42298
2294,23-Sep-15,rolls/buns,1,42270
4531,29-May-15,shopping bags,0.8,42153
2957,12-Apr-15,bottled beer,30,42106
4415,27-Jan-15,coffee,15,42031
1476,26-Aug-15,shopping bags,0.8,42242
3978,23-Jul-15,beef,7,42208
2062,22-Sep-15,shopping bags,0.8,42269
3252,28-Jun-15,brown bread,0.8,42183
3922,24-Jun-15,grapes,7,42179
1491,17-Oct-15,other vegetables,5,42294
3526,26-Aug-15,white wine,35,42242
4060,11-Dec-15,canned beer,3.5,42349
1067,08-Apr-15,pork,8,42102
2840,27-Jan-15,cat food,8,42031
4484,27-Nov-15,pork,8,42335
2353,07-Feb-15,bottled water,2,42042
3130,18-Feb-15,bottled water,2,42053
4273,14-Jun-15,soda,6,42169
4565,30-Dec-15,canned beer,3.5,42368
2504,14-Aug-15,tropical fruit,4,42230
4127,23-Oct-15,popcorn,5,42300
2690,01-Apr-15,whole milk,2,42095
4129,22-Sep-15,onions,3,42269
4511,29-Jun-15,pork,8,42184
1602,04-Aug-15,whole milk,2,42220
4369,01-Feb-15,yogurt,1.65,42036
1302,29-Sep-15,root vegetables,7,42276
3326,30-Apr-15,chicken,6,42124
2066,21-May-15,zwieback,7,42145
3483,15-Jan-15,chicken,6,42019
2840,12-Feb-15,curd,3,42047
1807,18-May-15,margarine,5,42142
2067,12-Aug-15,meat,20,42228
3783,17-Feb-15,salt,2,42052
2884,04-Jan-15,napkins,5,42008
2908,15-Mar-15,misc. beverages,20,42078
1330,10-Jul-15,processed cheese,12,42195
2293,08-May-15,chicken,6,42132
3718,20-May-15,whole milk,2,42144
4338,25-Jan-15,cream cheese ,18,42029
3486,08-Nov-15,citrus fruit,3,42316
3635,04-Sep-15,red/blush wine,10,42251
2857,18-Feb-15,tropical fruit,4,42053
3684,13-Aug-15,whole milk,2,42229
3120,20-Oct-15,other vegetables,5,42297
3872,19-Mar-15,whole milk,2,42082
